MAG_AUTO_u	MAG_AUTO_g	MAG_AUTO_r	MAG_AUTO_i	u-r	r-i	class
continuous	continuous	continuous	continuous	continuous	continuous	0 1
						class
21.8842	20.3579	18.9523	18.4007	2.932	0.552	0
22.5847	22.0154	21.5679	21.5001	1.017	0.068	0
24.0445	21.6332	20.4942	20.0120	3.550	0.482	0
23.3507	22.2225	21.9035	21.7508	1.447	0.153	0
23.9298	21.6878	20.8290	20.5061	3.101	0.323	0
24.2872	23.1027	21.5808	21.2734	2.706	0.307	0
20.2044	18.0602	17.1197	16.7424	3.085	0.377	0
23.7276	22.3420	21.8566	21.5186	1.871	0.338	0
22.0513	20.9996	20.7234	20.5025	1.328	0.221	0
20.0851	19.0145	18.7144	18.5974	1.371	0.117	0
24.1267	21.5748	20.5874	20.1887	3.539	0.399	0
24.0941	21.8510	20.3307	19.8138	3.763	0.517	0
24.1545	21.2782	20.6863	20.3406	3.468	0.346	0
20.4099	18.9076	18.3659	18.1212	2.044	0.245	0
24.3675	21.3934	20.1851	19.4679	4.182	0.717	0
19.8891	18.4747	17.9852	17.7474	1.904	0.238	0
24.0312	21.8793	21.1480	20.8636	2.883	0.284	0
21.9690	20.9277	20.7182	20.5956	1.251	0.123	0
21.7629	20.7386	20.5158	20.3072	1.247	0.209	0
23.4768	22.4846	21.7427	21.2951	1.734	0.448	0
22.8571	22.1899	21.8302	21.7622	1.027	0.068	0
20.8122	18.3741	17.2650	16.8573	3.547	0.408	0
24.3446	22.8946	21.7522	21.5603	2.592	0.192	0
22.6632	21.5140	20.2969	19.8601	2.366	0.437	0
23.5478	20.7113	19.4072	18.8800	4.141	0.527	0
17.8499	15.8746	16.8114	14.8519	1.038	1.959	0
22.3245	20.2476	19.3897	19.0554	2.935	0.334	0
23.2311	20.2900	18.8535	17.2274	4.378	1.626	0
22.4661	22.2441	21.8307	21.3896	0.635	0.441	0
21.5731	20.7480	20.1026	19.8185	1.470	0.284	0
21.3753	18.8878	17.8684	17.4597	3.507	0.409	0
22.0482	20.8599	20.4783	20.2294	1.570	0.249	0
23.3321	20.2614	18.7867	18.2795	4.545	0.507	0
23.2346	21.8606	21.4156	21.2602	1.819	0.155	0
20.4412	19.2460	18.6616	18.3416	1.780	0.320	0
22.6438	21.7576	20.8318	20.2995	1.812	0.532	0
21.8683	21.4160	21.1418	20.6705	0.726	0.471	0
22.0177	20.5310	19.6105	19.1151	2.407	0.495	0
20.3026	20.0419	19.8966	19.7943	0.406	0.102	0
19.5813	18.1635	17.6976	17.4963	1.884	0.201	0
22.0010	21.4158	20.8158	20.2982	1.185	0.518	0
20.0855	19.0629	18.7387	18.6020	1.347	0.137	0
17.9009	17.0275	16.7835	16.6654	1.117	0.118	0
24.6763	22.3441	21.7489	21.7708	2.927	-0.022	0
22.0390	21.0308	20.7917	20.6924	1.247	0.099	0
22.9454	22.2589	21.7036	21.0394	1.242	0.664	0
23.2194	20.5514	19.3528	18.7922	3.867	0.561	0
23.8114	21.0250	19.6723	18.4802	4.139	1.192	0
23.6604	21.4465	20.4883	20.2530	3.172	0.235	0
24.3265	23.1967	21.7984	21.1142	2.528	0.684	0
21.7762	20.7118	20.2793	20.1631	1.497	0.116	0
22.2003	20.1562	19.0901	18.6287	3.110	0.461	0
23.0273	21.0319	20.2431	19.8139	2.784	0.429	0
23.1903	22.2409	21.2896	20.9732	1.901	0.316	0
24.7136	18.7806	17.7044	17.2459	7.009	0.458	0
24.8093	21.9620	21.0544	20.6484	3.755	0.406	0
25.0276	23.1271	21.7211	21.4766	3.306	0.244	0
25.2189	21.8518	20.4511	20.0187	4.768	0.432	0
23.2487	21.9291	21.7064	21.7290	1.542	-0.023	0
23.6272	21.2806	19.9168	19.1684	3.710	0.748	0
21.8973	21.0302	20.7559	20.6381	1.141	0.118	0
24.8997	22.0522	20.5642	20.1959	4.336	0.368	0
21.6007	19.2892	18.3009	17.9358	3.300	0.365	0
22.2295	21.3362	20.2665	19.8211	1.963	0.445	0
22.4335	22.1991	21.8307	21.4797	0.603	0.351	0
21.9699	21.6434	21.2613	21.1321	0.709	0.129	0
21.0334	19.7831	19.3027	18.9958	1.731	0.307	0
25.2258	22.4098	21.0054	20.0504	4.220	0.955	0
20.6935	19.5885	19.2042	18.9721	1.489	0.232	0
19.9187	18.9065	18.5734	18.4340	1.345	0.139	0
19.6252	19.5318	19.2004	18.9584	0.425	0.242	0
18.8819	17.4343	16.9226	16.7602	1.959	0.162	0
23.1169	21.5866	20.3554	19.7808	2.761	0.575	0
21.9131	21.1809	20.7197	20.4802	1.193	0.240	0
21.0920	20.1974	19.6735	19.4390	1.418	0.235	0
23.2303	21.8680	21.2043	20.9250	2.026	0.279	0
19.9665	18.9653	18.6256	18.4635	1.341	0.162	0
23.0859	20.8662	19.7922	19.2837	3.294	0.508	0
22.2588	21.1549	20.6624	20.2227	1.596	0.440	0
23.0426	21.9352	21.6999	21.3791	1.343	0.321	0
23.9795	22.4626	21.6067	21.3611	2.373	0.246	0
23.3271	22.5238	21.7541	21.5100	1.573	0.244	0
24.6398	21.0666	19.6698	18.3527	4.970	1.317	0
20.6941	19.8797	19.1848	18.9228	1.509	0.262	0
24.0704	21.3214	19.9496	18.5219	4.121	1.428	0
23.5805	22.5001	21.8727	20.7075	1.708	1.165	0
24.2968	22.6381	21.7848	21.5855	2.512	0.199	0
23.4058	21.5291	20.6713	20.0995	2.734	0.572	0
23.2179	21.4041	20.3735	19.8900	2.844	0.484	0
22.2230	21.4190	21.1659	20.9261	1.057	0.240	0
23.6870	22.2917	21.9032	21.5925	1.784	0.311	0
24.0510	22.3196	21.8547	21.5334	2.196	0.321	0
23.3857	21.9222	21.2532	21.1707	2.132	0.083	0
22.9779	20.5509	19.5504	19.1266	3.427	0.424	0
21.8573	20.9608	20.7228	20.5035	1.135	0.219	0
23.0900	21.9336	21.6287	21.4025	1.461	0.226	0
24.6002	22.3139	21.6086	21.4235	2.992	0.185	0
23.4892	21.8173	21.5117	21.4947	1.978	0.017	0
24.1231	20.9381	19.5659	19.0208	4.557	0.545	0
22.8768	21.3768	20.4133	20.0190	2.464	0.394	0
24.1011	21.2436	19.9179	19.1213	4.183	0.797	0
22.7685	21.7592	21.3720	21.1263	1.396	0.246	0
21.9115	19.0265	17.6005	16.3262	4.311	1.274	0
24.4005	22.2543	21.5949	21.4960	2.806	0.099	0
22.2796	21.1880	20.2141	19.7627	2.066	0.451	0
22.9152	22.0592	21.5227	21.5068	1.392	0.016	0
22.0956	21.8980	21.7669	21.4060	0.329	0.361	0
21.5910	20.4886	20.2365	20.0847	1.354	0.152	0
20.2339	19.2969	19.0252	18.8797	1.209	0.146	0
23.0877	20.3317	19.1667	18.6893	3.921	0.477	0
23.0475	21.6824	21.2293	21.0273	1.818	0.202	0
25.1925	21.7993	20.3583	18.9347	4.834	1.424	0
23.4806	22.2792	21.4386	20.8139	2.042	0.625	0
22.3632	21.9039	21.5486	21.6293	0.815	-0.081	0
22.0350	20.0599	19.1014	18.7092	2.934	0.392	0
22.9286	22.6277	21.6724	21.7021	1.256	-0.030	0
23.6050	21.9218	21.3412	20.9809	2.264	0.360	0
20.1192	18.6227	18.1167	17.8957	2.003	0.221	0
23.9914	21.6479	20.4137	19.7939	3.578	0.620	0
20.7562	19.3434	18.8261	18.6363	1.930	0.190	0
21.5077	18.7366	17.3957	16.7617	4.112	0.634	0
22.9635	22.5748	21.7618	21.5276	1.202	0.234	0
22.0075	21.0611	20.7922	20.6003	1.215	0.192	0
23.7706	22.4752	21.2668	20.8605	2.504	0.406	0
24.5484	22.5765	21.6498	21.3453	2.899	0.304	0
22.7306	21.6990	21.4617	21.4104	1.269	0.051	0
24.4031	21.8729	21.2500	21.0352	3.153	0.215	0
21.8058	20.8563	20.6187	20.4588	1.187	0.160	0
23.3269	22.3767	21.8333	21.9725	1.494	-0.139	0
21.2769	20.1635	19.8911	19.7398	1.386	0.151	0
23.5461	22.1953	21.0817	20.7883	2.464	0.293	0
22.1571	21.0985	20.8122	20.7335	1.345	0.079	0
24.8247	21.4313	19.8323	19.2577	4.992	0.575	0
22.2908	20.5645	19.8241	19.5251	2.467	0.299	0
21.8624	21.2409	20.4681	20.1947	1.394	0.273	0
21.0185	18.1254	16.7491	15.8346	4.269	0.914	0
23.7825	20.5134	19.0571	17.4460	4.725	1.611	0
23.9644	21.0028	19.6015	18.5741	4.363	1.027	0
24.2317	22.1690	21.5368	21.2125	2.695	0.324	0
21.3002	20.6644	20.0571	19.8466	1.243	0.211	0
19.3064	18.0579	17.6430	17.4730	1.663	0.170	0
23.9789	22.5252	21.7560	21.6828	2.223	0.073	0
22.5445	21.2168	20.8124	20.6487	1.732	0.164	0
21.1714	20.2293	20.0349	19.9266	1.136	0.108	0
21.0103	19.8502	19.3911	19.1874	1.619	0.204	0
22.1754	22.0720	21.8966	21.8257	0.279	0.071	0
20.4058	19.3709	19.1200	18.9999	1.286	0.120	0
22.3808	19.6361	18.3016	17.2573	4.079	1.044	0
20.0711	18.8123	18.2919	18.0661	1.779	0.226	0
22.8654	21.8852	21.5039	21.4706	1.361	0.033	0
23.6636	22.8704	21.9898	21.5350	1.674	0.455	0
21.2895	20.1883	19.8352	19.7163	1.454	0.119	0
20.1291	19.0648	18.8304	18.6788	1.299	0.152	0
21.6009	20.6869	20.2449	20.0108	1.356	0.234	0
22.2399	21.0286	20.8353	20.6776	1.405	0.158	0
17.3022	16.2997	17.4790	15.8117	-0.177	1.667	0
23.8663	22.1911	21.8674	21.7672	1.999	0.100	0
22.7674	20.2272	18.8281	18.2269	3.939	0.601	0
18.9854	17.3225	16.6947	16.4771	2.291	0.218	0
19.7794	18.8162	18.3350	18.0255	1.444	0.309	0
22.7313	21.9890	21.2700	20.7865	1.461	0.483	0
24.7555	22.9195	21.8145	21.4645	2.941	0.350	0
24.2626	22.4220	21.4491	21.1538	2.813	0.295	0
23.6551	21.3428	20.4195	19.9953	3.236	0.424	0
24.7514	21.3877	20.2493	19.7251	4.502	0.524	0
22.6807	21.9735	21.4166	21.4707	1.264	-0.054	0
21.9841	21.0768	20.6767	20.4748	1.307	0.202	0
25.6637	22.2047	21.0946	20.5488	4.569	0.546	0
23.3047	21.6961	20.7641	20.6182	2.541	0.146	0
23.5152	22.6984	21.8141	21.3937	1.701	0.420	0
21.3950	18.9447	17.9331	17.4994	3.462	0.434	0
23.0614	20.9710	20.1774	19.9330	2.884	0.244	0
23.5477	20.7272	19.5138	18.9352	4.034	0.579	0
22.5726	20.0474	18.9376	18.4646	3.635	0.473	0
23.2585	20.4417	19.1565	17.9624	4.102	1.194	0
20.6606	19.4678	19.0451	18.8799	1.616	0.165	0
20.0979	19.0950	18.7900	18.6257	1.308	0.164	0
25.0508	23.3692	21.8814	20.8284	3.169	1.053	0
22.5238	20.9605	20.3449	20.0073	2.179	0.338	0
24.7773	22.4010	21.1532	20.4832	3.624	0.670	0
19.4493	18.4276	18.1711	18.0230	1.278	0.148	0
22.0204	21.4357	21.2376	21.1504	0.783	0.087	0
23.5404	22.4071	21.9341	21.7985	1.606	0.136	0
22.8751	22.6585	21.7808	21.5435	1.094	0.237	0
21.7850	20.9420	20.7075	20.5846	1.077	0.123	0
22.6955	20.7907	20.0899	19.8366	2.606	0.253	0
21.5188	20.5788	20.2365	19.9679	1.282	0.269	0
24.5855	21.7116	20.3806	19.4939	4.205	0.887	0
23.3509	20.3959	18.9802	18.0963	4.371	0.884	0
23.7907	21.9222	21.3660	21.1721	2.425	0.194	0
18.7154	17.3452	16.9128	16.7277	1.803	0.185	0
22.4660	19.9905	18.6618	18.0958	3.804	0.566	0
21.2757	20.4029	20.1838	20.0309	1.092	0.153	0
23.6592	22.3915	21.9634	21.8295	1.696	0.134	0
20.1001	17.7046	16.7895	16.4156	3.311	0.374	0
21.3541	20.4503	20.1686	19.9917	1.185	0.177	0
21.5250	19.8182	18.6710	18.1826	2.854	0.488	0
23.1005	22.0945	21.7474	21.3268	1.353	0.421	0
22.7037	20.6114	19.7323	19.3670	2.971	0.365	0
22.0148	21.1352	20.8726	20.6497	1.142	0.223	0
24.1095	22.4770	21.5009	21.1854	2.609	0.316	0
22.7756	21.7040	21.4653	21.2850	1.310	0.180	0
18.9930	17.2003	17.9699	16.2264	1.023	1.743	0
22.5727	19.7034	18.2777	17.1118	4.295	1.166	0
24.7964	20.2272	19.5851	19.2817	5.211	0.303	0
22.7694	21.9516	21.1639	20.9277	1.605	0.236	0
22.0175	20.7874	20.2109	19.9312	1.807	0.280	0
23.9096	21.1967	20.0119	19.5367	3.898	0.475	0
21.4580	20.4434	20.2403	20.1270	1.218	0.113	0
22.8506	21.1339	19.8977	19.3728	2.953	0.525	0
23.7502	21.6672	20.6327	20.1647	3.118	0.468	0
20.7027	19.8119	19.5166	19.3673	1.186	0.149	0
22.3987	19.7725	18.3735	17.6821	4.025	0.691	0
18.5306	17.4943	17.1615	17.0400	1.369	0.122	0
23.2438	20.9901	19.7364	19.2304	3.507	0.506	0
21.7841	20.9338	20.6283	20.4391	1.156	0.189	0
24.5498	22.4401	21.8735	21.7658	2.676	0.108	0
23.9526	22.5934	21.9037	21.4342	2.049	0.469	0
23.3846	22.0619	21.1094	20.6568	2.275	0.453	0
19.0994	18.0639	17.7509	17.5967	1.348	0.154	0
23.9463	22.4948	21.9691	21.7149	1.977	0.254	0
23.5500	22.3289	21.3271	21.1767	2.223	0.150	0
21.9588	20.9996	20.7139	20.4487	1.245	0.265	0
22.5693	21.1497	20.6970	20.4510	1.872	0.246	0
23.1193	21.4913	20.9004	20.4840	2.219	0.416	0
23.0045	22.1191	21.4815	21.1921	1.523	0.289	0
22.7969	21.5555	20.8560	20.5047	1.941	0.351	0
22.9242	21.5212	20.4263	19.9287	2.498	0.498	0
24.3492	21.3706	20.2860	19.8457	4.063	0.440	0
25.2515	22.4629	20.9061	19.4192	4.345	1.487	0
21.2635	20.3000	20.0574	20.0012	1.206	0.056	0
23.7571	22.1848	21.6292	21.3963	2.128	0.233	0
22.6528	21.4016	20.2511	19.8605	2.402	0.391	0
25.4011	21.6769	20.8355	20.3115	4.566	0.524	0
23.5114	20.6032	19.1487	17.9899	4.363	1.159	0
23.4130	22.6345	21.9151	21.2008	1.498	0.714	0
22.2026	21.4993	20.8516	20.6415	1.351	0.210	0
23.8240	22.8988	21.8326	21.6494	1.991	0.183	0
23.0576	22.3383	21.4342	20.7004	1.623	0.734	0
24.5260	21.5010	20.0395	18.6678	4.486	1.372	0
23.8275	22.6613	21.7730	21.0689	2.054	0.704	0
21.3480	18.5716	17.3045	16.7601	4.043	0.544	0
20.1508	18.0825	17.1972	16.8139	2.954	0.383	0
23.2938	21.9570	21.0723	20.8102	2.222	0.262	0
22.7202	20.3385	19.0413	18.5647	3.679	0.477	0
22.7570	21.8125	21.4614	21.2392	1.296	0.222	0
23.9502	21.1404	19.8539	18.6425	4.096	1.211	0
24.3883	20.8680	19.5396	18.2025	4.849	1.337	0
23.7456	21.5368	20.6685	20.3592	3.077	0.309	0
23.2475	22.5160	21.6705	20.7193	1.577	0.951	0
22.7189	22.2102	21.4146	21.1470	1.304	0.268	0
22.7344	21.8475	20.6402	20.2755	2.094	0.365	0
24.2836	21.4200	20.0969	19.6333	4.187	0.464	0
23.3363	20.7861	19.3440	18.4356	3.992	0.908	0
22.5417	21.9443	21.2751	21.5565	1.267	-0.281	0
24.0551	21.3993	20.1985	19.5836	3.857	0.615	0
24.3770	20.3260	18.8794	18.3892	5.498	0.490	0
22.9589	21.7112	21.2317	21.0083	1.727	0.223	0
21.7687	20.7983	20.3680	20.1656	1.401	0.202	0
23.9682	20.9140	19.5255	18.5678	4.443	0.958	0
23.7540	22.2492	21.7448	21.5249	2.009	0.220	0
24.3458	22.0800	21.1379	20.6616	3.208	0.476	0
23.3456	21.6871	20.6293	20.0631	2.716	0.566	0
23.5518	22.3591	21.9388	21.7145	1.613	0.224	0
23.2461	20.9663	20.1507	19.8366	3.095	0.314	0
22.4155	21.3877	21.1361	21.1312	1.279	0.005	0
22.9223	21.2723	20.0423	19.5635	2.880	0.479	0
24.8826	22.1376	21.1568	20.6509	3.726	0.506	0
20.2271	18.9356	18.3670	18.0021	1.860	0.365	0
20.8444	19.9642	19.6798	19.5485	1.165	0.131	0
21.4964	19.1270	18.0351	17.6056	3.461	0.430	0
24.3820	22.8111	21.9493	21.7472	2.433	0.202	0
24.2943	21.3935	19.9865	18.5569	4.308	1.430	0
23.3409	21.7316	20.4502	19.9963	2.891	0.454	0
24.6775	20.2801	19.4112	19.0843	5.266	0.327	0
22.6886	21.1677	20.2430	19.9008	2.446	0.342	0
22.6999	22.0518	21.3467	21.2233	1.353	0.123	0
25.1032	21.7905	21.2744	21.3659	3.829	-0.091	0
22.9001	20.5586	18.9597	18.4014	3.940	0.558	0
22.8609	21.9975	21.7328	21.3172	1.128	0.416	0
23.0395	20.2899	18.9326	18.1670	4.107	0.766	0
24.2969	21.8151	20.8633	20.4221	3.434	0.441	0
22.5890	21.9455	20.8675	20.5555	1.722	0.312	0
23.6053	22.7040	21.5862	21.4880	2.019	0.098	0
20.3270	17.9251	16.8513	16.4322	3.476	0.419	0
19.4545	18.5377	18.2321	18.1472	1.222	0.085	0
22.6403	21.0141	20.3038	20.1905	2.337	0.113	0
23.7923	20.7624	19.7448	19.3470	4.047	0.398	0
25.0158	22.7201	21.9581	21.5933	3.058	0.365	0
22.9706	20.9613	20.3214	20.1241	2.649	0.197	0
24.2762	23.0079	21.7461	21.1475	2.530	0.599	0
24.9881	22.2207	20.3084	19.5803	4.680	0.728	0
21.8237	21.7356	21.3552	21.3673	0.469	-0.012	0
20.9875	19.4274	18.8307	18.5971	2.157	0.234	0
24.3221	23.1724	21.9645	21.8496	2.358	0.115	0
20.2744	18.9961	18.5731	18.3874	1.701	0.186	0
24.6476	20.9953	19.6523	19.0879	4.995	0.564	0
22.8402	21.8154	21.6292	21.4159	1.211	0.213	0
21.0287	18.3126	16.9416	15.6190	4.087	1.323	0
20.8920	18.6144	17.7148	17.3472	3.177	0.368	0
21.6697	20.7464	20.5501	20.3990	1.120	0.151	0
23.0483	21.9879	21.6740	21.3858	1.374	0.288	0
22.4149	20.7715	19.7162	19.2755	2.699	0.441	0
20.4144	19.3176	18.9750	18.8005	1.439	0.174	0
23.0940	21.5648	21.0575	20.7249	2.036	0.333	0
25.6358	22.6052	21.9468	21.6667	3.689	0.280	0
22.8618	22.2811	21.1963	20.7277	1.665	0.469	0
22.3006	21.4559	20.4234	20.0101	1.877	0.413	0
24.3530	22.9057	21.5080	20.8111	2.845	0.697	0
25.4644	22.0643	20.7693	20.2233	4.695	0.546	0
22.7014	21.8040	20.9557	20.6181	1.746	0.338	0
22.6325	21.7402	21.4758	21.2469	1.157	0.229	0
23.6846	22.8227	21.6782	21.2756	2.006	0.403	0
22.6067	19.8745	18.7846	18.2897	3.822	0.495	0
23.5033	20.8524	19.3923	18.4925	4.111	0.900	0
21.4686	21.2114	21.2088	20.8121	0.260	0.397	0
22.5617	21.8064	21.1707	21.1953	1.391	-0.025	0
21.6271	19.2389	18.1039	17.6529	3.523	0.451	0
18.4087	17.0752	16.6065	16.4728	1.802	0.134	0
20.8267	19.5394	19.0111	18.7998	1.816	0.211	0
19.8003	18.4097	17.8811	17.6262	1.919	0.255	0
22.4629	21.4161	20.9461	20.7465	1.517	0.200	0
23.0295	22.0285	21.5898	21.5335	1.440	0.056	0
21.4155	18.6459	17.2286	16.4898	4.187	0.739	0
23.6985	22.4131	21.4904	21.0678	2.208	0.423	0
21.3268	20.3657	20.0330	19.7736	1.294	0.259	0
23.4093	20.8287	19.5546	19.1159	3.855	0.439	0
20.9773	19.3611	18.6819	18.3808	2.295	0.301	0
21.2708	19.5480	18.8821	18.6234	2.389	0.259	0
23.1584	22.8060	21.9074	21.6918	1.251	0.216	0
23.0129	21.2352	20.2084	19.8002	2.804	0.408	0
23.8579	22.5266	21.7611	21.7691	2.097	-0.008	0
22.2493	21.2544	20.9772	20.8529	1.272	0.124	0
22.8374	21.8321	21.5434	21.4085	1.294	0.135	0
22.7495	21.7710	21.4604	21.0843	1.289	0.376	0
22.1683	20.9722	20.4398	20.1595	1.729	0.280	0
22.8447	22.1305	21.9173	21.7040	0.927	0.213	0
23.9026	21.2499	19.9503	19.3943	3.952	0.556	0
23.4504	22.2962	21.9069	21.7424	1.543	0.165	0
20.3684	19.4753	19.2422	19.1287	1.126	0.114	0
20.3533	19.2745	18.8246	18.5493	1.529	0.275	0
23.7077	20.8750	19.4504	18.5458	4.257	0.905	0
22.0750	21.2613	20.4321	20.0735	1.643	0.359	0
19.8926	18.6614	17.8396	17.4213	2.053	0.418	0
22.6168	22.1239	21.2739	20.7232	1.343	0.551	0
23.8724	22.2823	21.5394	21.3903	2.333	0.149	0
22.0623	20.8642	20.3681	20.1848	1.694	0.183	0
22.8355	20.5126	19.0776	18.1344	3.758	0.943	0
22.3986	20.8471	20.1409	19.7871	2.258	0.354	0
23.4655	22.2623	21.6336	21.2715	1.832	0.362	0
22.5745	22.1923	21.3053	20.9688	1.269	0.337	0
21.3549	20.0669	19.4869	19.2832	1.868	0.204	0
23.2129	22.1595	21.8962	21.5027	1.317	0.393	0
22.0318	20.8199	19.5923	19.2025	2.439	0.390	0
21.3772	20.2028	19.3602	18.8700	2.017	0.490	0
23.5992	22.6122	21.9559	22.0466	1.643	-0.091	0
23.2275	20.3599	18.9386	17.9084	4.289	1.030	0
23.9940	22.3812	21.8311	21.5410	2.163	0.290	0
21.9598	20.0142	19.1904	18.8982	2.769	0.292	0
22.9048	21.7773	21.6158	21.4229	1.289	0.193	0
20.5489	18.6082	17.7969	17.5106	2.752	0.286	0
20.1558	19.1578	18.8064	18.6378	1.349	0.169	0
23.0593	21.8629	20.9511	20.6616	2.108	0.289	0
21.9570	21.0050	20.8412	20.7280	1.116	0.113	0
25.2628	21.8583	20.4266	19.6986	4.836	0.728	0
23.2269	22.5118	21.8315	21.7583	1.395	0.073	0
23.0743	21.9388	21.1493	20.8928	1.925	0.257	0
25.0389	22.7149	21.3609	20.5394	3.678	0.822	0
23.3762	21.7648	20.4185	19.8109	2.958	0.608	0
21.6089	20.5582	20.2753	20.0707	1.334	0.205	0
19.9772	18.8029	18.3985	18.2053	1.579	0.193	0
23.4105	21.0460	19.8296	19.3533	3.581	0.476	0
23.4628	22.8125	21.7856	21.4034	1.677	0.382	0
19.6045	17.8671	17.1781	16.9051	2.426	0.273	0
22.9474	22.0719	21.8248	21.7820	1.123	0.043	0
24.6991	21.9662	21.1269	20.9077	3.572	0.219	0
19.7816	18.8821	18.6582	18.5719	1.123	0.086	0
22.2511	19.4636	18.2310	17.6842	4.020	0.547	0
23.2262	21.5546	20.4899	20.1159	2.736	0.374	0
18.1423	16.9601	17.8713	16.4353	0.271	1.436	0
23.4621	22.0566	21.5867	21.2598	1.875	0.327	0
21.4905	19.9915	19.3739	19.0982	2.117	0.276	0
22.0986	21.2019	20.5364	20.2239	1.562	0.313	0
24.0661	21.1396	19.9091	19.3300	4.157	0.579	0
24.0776	22.4772	21.7235	21.8004	2.354	-0.077	0
23.0485	20.0507	18.5797	17.6350	4.469	0.945	0
24.3307	21.4816	20.2013	19.5846	4.129	0.617	0
24.2730	22.9761	21.6223	21.2659	2.651	0.356	0
22.0798	19.4144	18.1721	17.6405	3.908	0.532	0
22.8472	21.8711	21.1827	20.9812	1.665	0.201	0
20.1964	20.1868	19.9687	19.7560	0.228	0.213	0
22.1369	21.3278	20.8763	20.5610	1.261	0.315	0
24.6677	22.4136	20.8715	20.0810	3.796	0.791	0
21.2954	20.3498	20.1475	19.9369	1.148	0.211	0
25.3235	22.6391	21.2114	19.8966	4.112	1.315	0
22.1969	21.5662	20.7675	20.3942	1.429	0.373	0
22.8803	21.9741	21.6381	21.2555	1.242	0.383	0
21.8449	19.1930	18.0319	17.5705	3.813	0.461	0
21.7947	20.8300	20.6200	20.4590	1.175	0.161	0
22.6219	20.6120	19.6696	19.2878	2.952	0.382	0
23.8833	22.6747	21.5045	21.0190	2.379	0.486	0
23.5162	22.3161	21.5272	21.3799	1.989	0.147	0
22.3146	21.2328	20.8544	20.6301	1.460	0.224	0
21.7060	18.6251	17.1242	15.6993	4.582	1.425	0
23.4220	21.9637	21.5495	21.1844	1.873	0.365	0
23.6620	20.5088	19.2033	18.2764	4.459	0.927	0
21.3806	20.5435	20.3346	20.2584	1.046	0.076	0
23.7673	22.5975	21.6223	21.6507	2.145	-0.028	0
23.5216	22.7700	21.8285	21.5166	1.693	0.312	0
23.2758	20.4128	18.9976	17.8075	4.278	1.190	0
19.6160	18.2600	17.7933	17.5774	1.823	0.216	0
22.8482	22.1357	20.6611	19.6828	2.187	0.978	0
21.5280	20.5899	19.9837	19.6417	1.544	0.342	0
22.5016	19.9025	18.5547	17.7579	3.947	0.797	0
22.4367	21.3673	21.1079	21.1189	1.329	-0.011	0
22.8287	21.9350	21.5694	21.6720	1.259	-0.103	0
22.5786	21.7766	20.9707	20.7934	1.608	0.177	0
24.1013	21.0692	19.5194	17.9204	4.582	1.599	0
19.3931	17.7029	17.0643	16.8300	2.329	0.234	0
21.5505	20.2508	19.6407	19.3495	1.910	0.291	0
23.2271	22.2295	21.7762	21.3980	1.451	0.378	0
21.2662	19.1890	18.3594	18.0083	2.907	0.351	0
22.3440	20.4271	19.6353	19.3141	2.709	0.321	0
21.2383	20.2831	20.1060	20.0554	1.132	0.051	0
23.5952	20.6253	19.1267	18.0557	4.469	1.071	0
23.3343	22.2765	21.8867	21.6297	1.448	0.257	0
22.7875	20.8025	19.6503	19.2729	3.137	0.377	0
22.9164	21.0478	20.3181	19.9264	2.598	0.392	0
23.2832	21.8253	20.4281	19.9838	2.855	0.444	0
24.2954	21.5836	20.5941	20.0588	3.701	0.535	0
20.7664	19.2569	18.6259	18.2177	2.140	0.408	0
19.3333	18.3165	18.0721	17.9450	1.261	0.127	0
22.8156	22.1353	21.5420	21.2857	1.274	0.256	0
23.6410	22.0210	21.4953	21.2156	2.146	0.280	0
24.8289	22.0405	20.9262	20.4566	3.903	0.470	0
23.0550	22.1287	21.8304	21.7158	1.225	0.115	0
21.7795	20.7515	20.4454	20.2701	1.334	0.175	0
22.3325	22.0677	21.3750	20.8346	0.958	0.540	0
22.4920	21.9149	21.4739	21.4675	1.018	0.006	0
22.9168	21.7851	21.4114	21.2165	1.505	0.195	0
22.6566	21.6950	21.4024	21.1680	1.254	0.234	0
24.2668	22.6612	21.3718	21.0149	2.895	0.357	0
23.6374	22.2994	21.2380	20.8831	2.399	0.355	0
21.5661	18.6292	17.2997	16.6308	4.266	0.669	0
23.3743	20.4414	19.0353	18.0091	4.339	1.026	0
20.3501	19.3202	19.0660	18.9707	1.284	0.095	0
23.1616	22.4293	21.9699	21.6808	1.192	0.289	0
21.3762	19.3741	18.3143	17.8619	3.062	0.452	0
22.1700	20.9861	20.4616	20.2245	1.708	0.237	0
20.6216	19.2598	18.7808	18.5537	1.841	0.227	0
23.2883	22.1106	21.2026	20.7685	2.086	0.434	0
24.9466	22.4355	20.9415	20.5268	4.005	0.415	0
24.0360	22.5338	21.7043	21.4328	2.332	0.271	0
22.2291	21.6287	20.9984	20.7833	1.231	0.215	0
23.9105	22.4303	21.9424	21.6068	1.968	0.336	0
23.1751	21.7882	20.7787	20.2504	2.396	0.528	0
22.9289	21.1130	20.3325	20.0223	2.596	0.310	0
24.0273	22.4065	21.8494	21.4014	2.178	0.448	0
21.1240	18.7631	17.7968	17.4058	3.327	0.391	0
22.9768	20.3350	18.9401	18.3020	4.037	0.638	0
24.6738	22.1199	21.9125	21.7721	2.761	0.140	0
20.5518	18.6393	17.9181	17.6617	2.634	0.256	0
21.5964	20.6711	19.8561	19.4829	1.740	0.373	0
