MAG_AUTO_u	MAG_AUTO_g	MAG_AUTO_r	MAG_AUTO_i	u-r	r-i	class
continuous	continuous	continuous	continuous	continuous	continuous	0 1
						class
22.4407	21.2171	20.6522	20.5394	1.788	0.113	0
24.8106	23.3081	21.7851	20.9168	3.025	0.868	0
24.0338	22.3854	21.3787	21.1482	2.655	0.231	0
25.0472	23.4870	21.6766	20.8800	3.371	0.797	0
23.3713	20.3270	18.8684	18.3775	4.503	0.491	0
24.1849	22.0960	21.0630	20.8234	3.122	0.240	0
24.1808	21.3708	19.9117	19.1681	4.269	0.744	0
22.1737	19.8470	18.6585	18.1477	3.515	0.511	0
22.6988	21.8750	21.5736	21.6078	1.125	-0.034	0
22.4003	21.4544	20.9672	20.6032	1.433	0.364	0
23.9974	23.1377	21.7766	21.1819	2.221	0.595	0
23.0320	21.5558	21.0395	20.8300	1.993	0.209	0
23.7115	22.6309	21.8208	21.3198	1.891	0.501	0
22.5063	21.9409	21.4769	21.6166	1.029	-0.140	0
23.6480	22.3337	21.4120	21.0777	2.236	0.334	0
22.4859	21.5212	21.2664	21.0198	1.220	0.247	0
24.3653	22.5233	21.8661	21.3901	2.499	0.476	0
23.7296	22.4075	21.4039	21.0106	2.326	0.393	0
22.8232	21.4538	20.3113	19.6697	2.512	0.642	0
24.6665	20.7456	19.1794	18.6247	5.487	0.555	0
23.5811	22.3094	21.6495	21.4846	1.932	0.165	0
20.6781	18.7527	17.9996	17.7140	2.679	0.286	0
22.3622	21.8789	21.5937	21.5548	0.768	0.039	0
22.4735	20.4979	19.6412	19.2713	2.832	0.370	0
21.3881	20.3658	20.1430	19.9451	1.245	0.198	0
21.1927	20.1605	19.7318	19.5799	1.461	0.152	0
25.2887	22.2166	21.3234	20.9273	3.965	0.396	0
23.6117	22.4320	21.7036	21.3391	1.908	0.365	0
21.2977	20.3630	20.1035	19.9622	1.194	0.141	0
23.4502	22.9755	21.8905	21.6227	1.560	0.268	0
19.0229	16.9873	17.6215	15.9829	1.401	1.639	0
24.4080	22.7155	21.9451	21.5286	2.463	0.417	0
24.3906	22.3161	21.2061	20.5409	3.184	0.665	0
20.2840	18.6689	18.0683	17.8117	2.216	0.257	0
22.9014	21.9753	21.7045	21.5159	1.197	0.189	0
21.6814	20.6372	20.3593	20.1838	1.322	0.176	0
23.2407	21.9527	21.3886	21.1306	1.852	0.258	0
23.8159	21.0749	19.6493	18.8332	4.167	0.816	0
22.6793	20.9452	20.4968	20.2162	2.183	0.281	0
21.9939	19.7831	18.6543	18.1923	3.340	0.462	0
23.6128	22.4497	21.2482	20.7161	2.365	0.532	0
23.3740	20.4419	19.1071	18.4838	4.267	0.623	0
22.3996	20.7412	20.2268	20.0080	2.173	0.219	0
20.5358	19.1414	18.5741	18.3195	1.962	0.255	0
24.4206	21.3938	20.1335	19.6640	4.287	0.469	0
23.2129	21.8608	20.7526	20.2564	2.460	0.496	0
21.1556	18.5377	17.3960	16.9374	3.760	0.459	0
22.2089	21.3312	21.1004	20.9736	1.108	0.127	0
23.7571	22.1846	20.6980	20.0873	3.059	0.611	0
23.8841	22.5644	21.8398	21.7225	2.044	0.117	0
19.6218	17.8409	17.1825	16.9573	2.439	0.225	0
23.0359	21.2423	20.7751	20.5941	2.261	0.181	0
23.5377	21.7551	21.0258	20.6446	2.512	0.381	0
21.4806	20.5299	20.3168	20.2199	1.164	0.097	0
22.3823	20.5845	19.9020	19.5656	2.480	0.336	0
24.6985	20.8768	19.6032	19.0404	5.095	0.563	0
22.4859	21.9640	20.8093	20.1619	1.677	0.647	0
22.3841	19.9967	18.9839	18.5631	3.400	0.421	0
22.9363	20.0591	18.6925	17.4354	4.244	1.257	0
21.0740	18.5961	17.5138	17.1191	3.560	0.395	0
23.0259	20.6331	19.4373	18.9626	3.589	0.475	0
22.2206	19.3725	17.8946	16.3786	4.326	1.516	0
24.3703	22.5403	21.8558	21.5902	2.514	0.266	0
22.0894	21.8855	21.9481	21.4954	0.141	0.453	0
23.7165	20.8446	19.4329	17.9772	4.284	1.456	0
23.9451	22.2389	20.8496	20.1605	3.096	0.689	0
22.4593	22.2477	21.8954	21.1648	0.564	0.731	0
22.6282	21.7489	20.7176	20.2705	1.911	0.447	0
20.0915	19.0603	18.7358	18.5793	1.356	0.156	0
24.0515	21.7744	20.1726	19.5871	3.879	0.586	0
22.2716	19.6101	18.3818	17.8223	3.890	0.559	0
23.4735	22.2962	21.8326	21.5296	1.641	0.303	0
19.0889	17.6379	17.1292	16.8966	1.960	0.233	0
22.0886	21.2717	20.5363	20.3270	1.552	0.209	0
21.7419	20.1144	19.5365	19.2821	2.205	0.254	0
18.7930	17.3966	16.9223	16.7309	1.871	0.191	0
24.7958	23.0340	21.8326	21.2594	2.963	0.573	0
15.2136	15.4772	15.3010	14.5168	-0.087	0.784	0
21.8643	20.7119	20.2580	20.0637	1.606	0.194	0
23.5924	22.6211	21.4633	20.8290	2.129	0.634	0
20.4152	19.2331	18.7164	18.4034	1.699	0.313	0
25.1540	22.5083	20.9667	20.3340	4.187	0.633	0
19.7434	17.9423	17.2330	16.9605	2.510	0.272	0
22.6891	21.5058	20.5317	20.2272	2.157	0.305	0
22.0473	19.4593	18.2903	17.8031	3.757	0.487	0
23.3005	22.4467	21.6372	21.2861	1.663	0.351	0
22.4836	19.7124	18.2820	16.8870	4.202	1.395	0
22.1488	21.6716	21.1944	21.0222	0.954	0.172	0
25.5467	23.2386	21.6795	20.5284	3.867	1.151	0
23.4331	20.8246	19.4401	18.5920	3.993	0.848	0
23.6107	22.0647	21.4260	21.3719	2.185	0.054	0
23.9983	21.8072	20.3829	19.8923	3.615	0.491	0
22.7474	21.0509	20.4345	20.1527	2.313	0.282	0
23.0851	22.2651	21.3626	21.2117	1.722	0.151	0
23.7057	22.4349	21.2949	20.6352	2.411	0.660	0
21.4117	20.4193	20.1025	19.9569	1.309	0.146	0
23.0344	21.6855	21.1815	20.9501	1.853	0.231	0
21.3939	19.0589	18.1123	17.7542	3.282	0.358	0
22.9128	21.8340	20.7476	19.8140	2.165	0.934	0
20.3136	19.3606	18.9732	18.7610	1.340	0.212	0
23.6090	22.9150	21.9244	21.7896	1.685	0.135	0
23.1874	21.8063	20.9389	20.6313	2.249	0.308	0
22.6977	20.1737	19.0442	18.5813	3.653	0.463	0
22.9741	21.9489	20.9317	20.6623	2.042	0.269	0
20.2725	19.0593	19.1467	19.2099	1.126	-0.063	0
22.9245	21.6554	20.9486	20.7064	1.976	0.242	0
23.5536	21.8014	21.0539	20.8003	2.500	0.254	0
25.4858	22.0721	21.4987	21.0536	3.987	0.445	0
25.4553	25.7629	21.7571	21.0549	3.698	0.702	0
22.8473	22.1336	21.8348	21.7500	1.012	0.085	0
22.8376	21.6274	20.9475	20.7411	1.890	0.206	0
22.0074	19.2788	17.9185	17.1940	4.089	0.725	0
22.5832	21.9776	21.1776	20.7299	1.406	0.448	0
22.9619	22.5955	21.9293	21.4372	1.033	0.492	0
24.2816	21.9639	21.1552	20.7836	3.126	0.372	0
24.9303	22.4023	21.1136	20.3356	3.817	0.778	0
22.8973	21.8619	21.7389	21.4967	1.158	0.242	0
22.7909	22.1451	21.7270	21.6445	1.064	0.082	0
22.5545	20.4480	19.4550	19.0691	3.100	0.386	0
23.1301	22.5742	21.6721	21.5610	1.458	0.111	0
22.0106	21.8499	21.7916	21.3243	0.219	0.467	0
23.6355	21.3058	19.8863	19.0861	3.749	0.800	0
21.5968	20.6448	20.3111	20.1529	1.286	0.158	0
22.2913	20.9137	20.4223	20.2374	1.869	0.185	0
24.5308	22.4786	21.3595	21.1773	3.171	0.182	0
21.1646	18.5861	17.4875	17.0246	3.677	0.463	0
23.3260	22.4563	21.7847	20.9283	1.541	0.856	0
20.5362	19.5037	19.1914	19.0181	1.345	0.173	0
23.0807	21.8907	21.4721	21.1591	1.609	0.313	0
23.9496	21.5458	21.1394	21.1185	2.810	0.021	0
23.7116	21.4152	20.3754	19.9878	3.336	0.388	0
24.4016	21.6273	20.3195	19.4443	4.082	0.875	0
21.9985	21.1934	20.7316	20.5063	1.267	0.225	0
22.6140	21.5481	21.0559	20.9444	1.558	0.111	0
22.8820	22.3935	21.7800	21.3033	1.102	0.477	0
22.5602	19.5786	18.1255	17.0897	4.435	1.036	0
22.9880	22.0487	21.7359	21.6763	1.252	0.060	0
22.1687	21.2493	20.3765	19.9157	1.792	0.461	0
24.2637	21.4703	19.8594	19.3327	4.404	0.527	0
23.2610	19.8800	18.2465	17.6876	5.014	0.559	0
23.5539	22.5496	21.7759	21.6117	1.778	0.164	0
23.6017	22.0689	21.6976	21.5275	1.904	0.170	0
21.6513	18.9694	17.6693	16.3552	3.982	1.314	0
20.6044	19.5552	19.2817	19.1150	1.323	0.167	0
25.2131	20.4007	19.4111	19.0328	5.802	0.378	0
21.6123	19.6617	18.6512	18.1823	2.961	0.469	0
22.2374	21.4615	20.6293	20.3495	1.608	0.280	0
23.4681	22.2937	21.4406	21.2959	2.028	0.145	0
21.9437	20.7836	20.2871	19.9393	1.657	0.348	0
24.2308	22.1484	21.4849	21.0406	2.746	0.444	0
23.2820	21.8677	20.9618	20.5743	2.320	0.387	0
22.6153	21.5141	21.1883	21.0094	1.427	0.179	0
25.0973	23.1694	21.7616	21.2135	3.336	0.548	0
23.1978	21.4017	20.5859	20.2999	2.612	0.286	0
22.8006	19.8681	18.4994	17.4047	4.301	1.095	0
24.6805	21.9223	20.5015	19.8670	4.179	0.634	0
23.6638	22.1278	21.5610	21.3568	2.103	0.204	0
22.3056	21.3422	20.8213	20.4572	1.484	0.364	0
22.5742	20.1802	19.1414	18.6948	3.433	0.447	0
19.3832	18.1617	17.7665	17.5622	1.617	0.204	0
22.8076	21.9011	21.6359	21.5350	1.172	0.101	0
25.4729	21.4353	20.0345	19.1872	5.438	0.847	0
21.9386	20.8662	20.5056	20.2865	1.433	0.219	0
20.4401	19.3678	18.9685	18.9376	1.472	0.031	0
23.0221	22.1218	21.7164	21.5906	1.306	0.126	0
23.3727	20.8696	19.8777	19.5185	3.495	0.359	0
22.8538	21.8560	21.4123	21.1117	1.441	0.301	0
24.3442	20.7438	20.2534	20.1500	4.091	0.103	0
22.1021	21.1164	20.8446	20.6922	1.257	0.152	0
21.3168	20.0623	19.3202	18.9044	1.997	0.416	0
22.0911	21.0500	20.8027	20.6229	1.288	0.180	0
23.5166	22.3215	21.9028	21.6925	1.614	0.210	0
22.4536	19.7865	18.5463	18.0376	3.907	0.509	0
20.4644	20.0013	20.1617	20.2772	0.303	-0.116	0
22.4768	21.7426	21.4260	21.2537	1.051	0.172	0
24.2940	22.6316	21.6580	21.5946	2.636	0.063	0
22.8873	21.8631	20.8657	20.4863	2.022	0.379	0
23.1282	21.8943	21.5303	21.3093	1.598	0.221	0
24.3759	21.6011	20.3570	19.6625	4.019	0.694	0
23.0410	22.2265	21.2868	21.0026	1.754	0.284	0
20.4130	19.1767	18.4460	18.0570	1.967	0.389	0
22.2257	21.3328	21.0563	20.9884	1.169	0.068	0
22.4833	20.0199	18.8312	18.3415	3.652	0.490	0
21.5915	19.6208	18.6837	18.1811	2.908	0.503	0
24.7647	22.6697	21.9370	21.6931	2.828	0.244	0
24.1255	22.4954	21.8422	21.5037	2.283	0.338	0
23.3926	22.7038	21.6171	21.0190	1.775	0.598	0
22.9964	22.0867	21.8336	21.7156	1.163	0.118	0
23.0430	21.8194	21.5904	21.3453	1.453	0.245	0
20.3033	18.9611	18.4244	18.1875	1.879	0.237	0
22.8635	21.9138	21.5347	21.2041	1.329	0.331	0
25.3434	22.5800	20.8824	20.1845	4.461	0.698	0
21.1920	20.2632	20.0328	19.9400	1.159	0.093	0
23.5562	22.5729	21.6309	21.3736	1.925	0.257	0
25.5280	21.9514	19.9757	19.2851	5.552	0.691	0
23.6533	24.7073	21.4732	21.2954	2.180	0.178	0
21.8836	21.0843	20.5936	20.3044	1.290	0.289	0
24.4921	21.2716	19.8312	18.5126	4.661	1.319	0
23.1010	21.8986	21.3793	20.9834	1.722	0.396	0
23.8246	22.2523	21.0898	20.6216	2.735	0.468	0
21.4589	21.2478	21.3249	20.9573	0.134	0.368	0
20.4151	19.4186	19.1710	19.0473	1.244	0.124	0
21.7890	21.3711	20.5609	20.3423	1.228	0.219	0
23.3696	22.7995	21.7888	21.3493	1.581	0.439	0
23.4156	22.1042	21.8225	21.5007	1.593	0.322	0
23.0288	21.5497	21.0559	20.8353	1.973	0.221	0
19.0695	18.0586	17.7891	17.6373	1.280	0.152	0
21.4548	20.1024	19.6603	19.3905	1.795	0.270	0
21.7319	20.7034	19.9816	19.5891	1.750	0.392	0
23.4167	21.8683	21.1025	20.6696	2.314	0.433	0
22.4684	19.8087	18.4367	17.2256	4.032	1.211	0
21.1392	20.2283	20.2357	19.8903	0.903	0.345	0
23.6493	22.6424	21.9514	21.8482	1.698	0.103	0
23.5307	21.9802	20.8747	20.3367	2.656	0.538	0
22.5374	21.4899	21.2838	21.3104	1.254	-0.027	0
20.8772	19.8764	19.6085	19.3648	1.269	0.244	0
22.4765	21.7333	20.9891	20.6883	1.487	0.301	0
24.2030	22.7451	21.1291	20.5330	3.074	0.596	0
24.6242	22.8762	21.8254	21.5476	2.799	0.278	0
21.0936	18.3381	16.9307	16.0898	4.163	0.841	0
21.7843	21.4553	20.7719	20.6174	1.012	0.155	0
23.1022	22.3304	21.9259	21.9769	1.176	-0.051	0
21.9283	20.2129	19.6742	19.4500	2.254	0.224	0
21.3582	18.4851	17.0433	16.1904	4.315	0.853	0
24.9514	21.9697	20.4253	19.6758	4.526	0.750	0
24.3300	21.9248	20.8525	20.3502	3.477	0.502	0
20.0847	19.0018	18.7453	18.5986	1.339	0.147	0
22.7957	21.6922	21.3771	21.1663	1.419	0.211	0
22.7272	21.6163	20.4807	20.0743	2.247	0.406	0
23.5538	22.6581	21.9829	21.8072	1.571	0.176	0
23.9152	21.2315	19.8969	19.1369	4.018	0.760	0
20.8956	20.1794	19.4941	19.2535	1.401	0.241	0
21.2956	20.3197	19.9719	19.8360	1.324	0.136	0
23.7998	21.0630	19.9139	19.4076	3.886	0.506	0
23.2665	20.6397	19.2907	18.6489	3.976	0.642	0
25.1284	23.0019	21.7199	21.1489	3.409	0.571	0
24.5316	21.9864	21.2847	20.7163	3.247	0.568	0
21.8601	21.4040	20.7213	20.5450	1.139	0.176	0
22.2747	19.7755	18.6439	18.2135	3.631	0.430	0
24.4173	18.7946	17.8059	17.3680	6.611	0.438	0
22.4769	22.3885	21.9573	21.6557	0.520	0.302	0
23.2512	22.0093	21.1597	20.8507	2.091	0.309	0
23.3733	20.6881	19.4191	18.8862	3.954	0.533	0
23.0876	21.5830	21.4039	21.6360	1.684	-0.232	0
21.4729	20.4599	20.1012	19.9425	1.372	0.159	0
22.4491	21.8477	20.9387	20.7346	1.510	0.204	0
22.3547	19.6738	18.3172	17.6321	4.038	0.685	0
23.9125	22.8125	21.9516	21.4293	1.961	0.522	0
22.5039	21.3974	21.0129	20.7414	1.491	0.271	0
23.0697	21.2054	20.0105	19.4581	3.059	0.552	0
23.9364	22.6825	21.4209	20.7469	2.515	0.674	0
22.3758	21.7306	21.5252	21.3540	0.851	0.171	0
23.0744	22.2375	21.8271	21.6719	1.247	0.155	0
18.7443	17.4042	16.8416	16.6007	1.903	0.241	0
22.8205	21.5494	21.1563	20.9742	1.664	0.182	0
21.2734	19.6632	19.0606	18.7283	2.213	0.332	0
24.0975	21.2712	20.0508	19.5046	4.047	0.546	0
21.8548	20.9384	20.3117	20.0375	1.543	0.274	0
22.1004	21.0750	20.6403	20.4570	1.460	0.183	0
24.7145	22.5292	21.5605	21.3860	3.154	0.174	0
24.4680	21.0480	19.7241	19.1942	4.744	0.530	0
22.4738	21.1165	20.5606	20.3748	1.913	0.186	0
23.3283	21.9864	20.9362	20.5268	2.392	0.409	0
22.4065	21.6426	21.2879	21.3842	1.119	-0.096	0
23.5874	22.2169	21.1046	20.6243	2.483	0.480	0
24.2757	21.1121	19.6274	18.6350	4.648	0.992	0
20.4802	19.3981	19.0384	18.8668	1.442	0.172	0
23.3742	20.9020	19.4159	18.4076	3.958	1.008	0
22.5075	21.6397	20.6671	20.2757	1.840	0.391	0
22.9595	22.1335	21.1316	20.7678	1.828	0.364	0
22.0188	21.0056	20.6856	20.4801	1.333	0.205	0
20.5812	19.4779	18.6357	18.5215	1.945	0.114	0
19.9019	17.7164	16.8270	16.4924	3.075	0.335	0
22.3460	21.4008	20.2900	19.8836	2.056	0.406	0
23.7861	22.7227	21.9109	21.5660	1.875	0.345	0
21.7124	19.7445	18.7802	18.3213	2.932	0.459	0
21.5949	20.7043	20.3963	20.2917	1.199	0.105	0
21.6389	20.7319	20.3603	20.1395	1.279	0.221	0
23.9278	20.5167	19.6165	19.3522	4.311	0.264	0
21.9464	21.7715	21.6240	21.3394	0.322	0.285	0
21.1104	20.0808	19.8267	19.7242	1.284	0.103	0
22.9812	22.0858	21.4646	21.4220	1.517	0.043	0
24.5940	21.4985	20.1149	19.5521	4.479	0.563	0
21.0893	20.1709	19.8887	19.7585	1.201	0.130	0
21.5878	19.0826	18.1055	17.6770	3.482	0.428	0
24.6175	22.3121	21.1370	20.5899	3.481	0.547	0
22.0673	21.0052	20.5504	20.4090	1.517	0.141	0
21.7382	20.8496	20.1552	19.8422	1.583	0.313	0
23.3835	22.7320	21.8744	21.6543	1.509	0.220	0
19.9593	19.4446	19.4695	19.2446	0.490	0.225	0
23.2851	22.3095	21.6784	21.6508	1.607	0.028	0
23.2908	22.6021	21.7079	21.2007	1.583	0.507	0
23.7410	22.8558	21.9722	21.6157	1.769	0.357	0
23.7271	22.0221	21.7081	21.4001	2.019	0.308	0
23.8365	22.4004	21.4326	21.2138	2.404	0.219	0
24.9838	22.2564	20.8757	19.5675	4.108	1.308	0
18.5064	17.5571	17.3636	17.2654	1.143	0.098	0
23.4721	22.0357	21.9036	21.5232	1.568	0.380	0
23.1231	22.3053	21.6107	21.5586	1.512	0.052	0
25.3794	23.1919	21.6713	20.9639	3.708	0.707	0
22.7052	20.9095	20.2442	19.9245	2.461	0.320	0
22.8714	21.6806	20.5321	20.0418	2.339	0.490	0
22.6203	21.4779	21.0840	20.7129	1.536	0.371	0
23.8527	21.1050	19.7090	18.9539	4.144	0.755	0
20.7021	19.6916	19.4648	19.3395	1.237	0.125	0
23.7945	22.6077	21.9282	21.8098	1.866	0.118	0
22.2394	21.1700	21.0539	20.8804	1.186	0.174	0
23.7847	21.4289	20.1406	19.4458	3.644	0.695	0
24.4430	21.7783	20.9050	20.4225	3.538	0.483	0
23.1931	22.6104	21.9581	21.6113	1.235	0.347	0
23.4231	22.1954	21.5319	23.3291	1.891	-1.797	0
22.1007	21.0369	20.6808	20.5443	1.420	0.136	0
23.9936	22.3823	21.2912	20.8830	2.702	0.408	0
22.2819	21.6038	21.1446	20.8925	1.137	0.252	0
22.3623	21.2908	20.9866	20.6925	1.376	0.294	0
21.1807	20.3664	20.0944	20.0063	1.086	0.088	0
23.5211	22.1573	21.2489	20.9117	2.272	0.337	0
19.2902	17.7816	17.1741	16.9220	2.116	0.252	0
25.4175	23.0613	21.6549	20.6808	3.763	0.974	0
22.9295	21.3903	20.0295	19.3826	2.900	0.647	0
23.3273	21.7331	21.0705	20.9769	2.257	0.094	0
23.7099	21.8068	21.0736	20.9172	2.636	0.156	0
22.9124	20.1950	18.8905	17.6010	4.022	1.289	0
22.9980	20.3937	19.1615	18.5634	3.836	0.598	0
23.2577	22.1609	21.5609	21.1847	1.697	0.376	0
20.8567	19.8349	19.4081	19.1655	1.449	0.243	0
23.9036	22.8535	21.8557	21.6928	2.048	0.163	0
23.8663	22.6360	21.7374	21.4089	2.129	0.329	0
23.9701	21.1219	19.6941	18.3654	4.276	1.329	0
21.9123	20.8860	20.5497	20.3690	1.363	0.181	0
24.2172	21.1087	19.7193	18.9798	4.498	0.740	0
22.6160	21.5603	21.2127	21.1762	1.403	0.036	0
23.4696	22.5138	21.3735	20.9013	2.096	0.472	0
24.8402	21.9990	20.6721	20.3006	4.168	0.372	0
20.2649	19.6723	19.1899	19.0791	1.075	0.111	0
19.1877	18.2327	17.9219	17.7602	1.266	0.162	0
23.2170	21.7876	21.2157	21.0206	2.001	0.195	0
24.9697	23.1770	21.7411	21.1785	3.229	0.563	0
24.2680	22.1833	21.1576	20.8475	3.110	0.310	0
22.8359	20.2602	19.0095	18.4613	3.826	0.548	0
24.3848	22.4682	21.7735	21.4652	2.611	0.308	0
23.8964	21.8023	20.7210	20.5876	3.175	0.133	0
25.0970	22.1937	20.5640	19.1744	4.533	1.390	0
24.1850	22.7940	21.8858	21.5766	2.299	0.309	0
22.2819	21.4258	21.0740	20.8611	1.208	0.213	0
22.9028	22.3745	21.9198	21.6155	0.983	0.304	0
24.3208	22.6264	21.8245	21.2867	2.496	0.538	0
19.4256	18.5216	18.2831	18.1472	1.142	0.136	0
22.4337	19.9255	18.9001	18.4821	3.534	0.418	0
22.5896	19.8695	18.4407	17.3690	4.149	1.072	0
25.4545	23.3983	21.9688	21.0534	3.486	0.915	0
22.8625	22.0558	21.0517	20.7156	1.811	0.336	0
22.8344	21.3728	20.1028	19.5812	2.732	0.522	0
22.5583	22.0374	21.8824	21.4858	0.676	0.397	0
22.3279	22.3012	21.7279	21.2484	0.600	0.479	0
23.0076	22.7012	21.9246	21.7461	1.083	0.179	0
23.0154	22.5994	21.7998	21.4239	1.216	0.376	0
23.8056	22.0500	21.2105	21.1213	2.595	0.089	0
24.1363	21.3166	19.9205	18.6940	4.216	1.226	0
24.9560	22.2647	21.2407	20.7511	3.715	0.490	0
22.7265	21.9079	21.6483	21.5295	1.078	0.119	0
24.4855	21.2924	20.0871	19.5357	4.398	0.551	0
24.2941	21.6914	20.3519	19.8647	3.942	0.487	0
24.2485	22.8687	21.0386	18.7051	3.210	2.334	0
22.8005	21.7366	21.2508	20.9958	1.550	0.255	0
23.2487	21.9382	21.2859	20.7166	1.963	0.569	0
24.2047	20.9322	19.6687	18.6284	4.536	1.040	0
22.6411	22.0014	20.9844	20.5109	1.657	0.473	0
23.8073	22.9379	21.9072	21.5863	1.900	0.321	0
23.1517	21.7291	20.4657	19.9170	2.686	0.549	0
23.9629	21.3943	20.3602	19.9043	3.603	0.456	0
22.5816	21.1970	19.9436	19.4322	2.638	0.511	0
23.9461	20.9192	19.5516	18.8267	4.395	0.725	0
24.8034	22.0871	21.2201	20.7221	3.583	0.498	0
19.0864	17.9897	17.7048	17.5527	1.382	0.152	0
16.0916	15.0198	14.1873	13.4416	1.904	0.746	0
21.4224	20.2921	19.9106	19.5920	1.512	0.319	0
24.9120	22.4050	21.7071	21.4909	3.205	0.216	0
19.0446	17.9227	17.5268	17.3373	1.518	0.190	0
22.5778	21.4000	21.0818	20.8574	1.496	0.224	0
22.8272	21.5979	21.3423	21.2233	1.485	0.119	0
20.1586	19.1981	18.8230	18.6074	1.336	0.216	0
25.1763	22.4459	20.7269	20.1705	4.449	0.556	0
23.6634	21.3276	20.6521	20.4321	3.011	0.220	0
22.8345	21.7894	20.7487	20.4264	2.086	0.322	0
24.3441	22.7140	21.9383	21.7494	2.406	0.189	0
23.0221	22.5704	21.9452	21.6384	1.077	0.307	0
24.4339	22.6770	21.6406	21.1512	2.793	0.489	0
19.8798	18.8445	18.5009	18.3244	1.379	0.177	0
24.2741	20.7149	19.5779	19.1196	4.696	0.458	0
24.4633	22.7488	21.9328	21.5388	2.531	0.394	0
23.4280	21.0086	19.7687	19.3614	3.659	0.407	0
23.6606	22.5728	21.5387	21.1857	2.122	0.353	0
19.7386	19.5658	19.7751	19.6706	-0.037	0.104	0
22.7766	22.2173	21.5679	21.3488	1.209	0.219	0
21.7559	19.0014	17.6920	17.1336	4.064	0.558	0
23.1044	22.0864	21.2880	21.0507	1.816	0.237	0
22.8030	21.8760	21.1872	21.0413	1.616	0.146	0
21.3584	19.1537	18.2055	17.8316	3.153	0.374	0
23.6151	22.3369	21.9456	21.9292	1.670	0.016	0
21.1000	20.2296	20.0811	20.0021	1.019	0.079	0
23.0974	22.1302	21.9317	21.5901	1.166	0.342	0
18.3248	17.3346	17.0485	16.9293	1.276	0.119	0
23.0002	22.0814	21.4180	21.1965	1.582	0.221	0
23.0521	22.4934	21.5250	21.2238	1.527	0.301	0
22.2927	21.7002	21.2231	20.4575	1.070	0.766	0
22.2899	21.3396	20.6548	20.3677	1.635	0.287	0
23.1525	22.1187	21.0873	20.7400	2.065	0.347	0
23.3496	21.6701	21.0890	20.8852	2.261	0.204	0
20.2793	18.9036	18.4470	18.2566	1.832	0.190	0
25.6525	23.2821	21.8716	21.1500	3.781	0.722	0
21.6018	20.4691	19.9304	19.6483	1.671	0.282	0
23.0937	22.3063	21.5631	20.3882	1.531	1.175	0
22.9081	22.0332	21.3098	21.0499	1.598	0.260	0
22.0975	21.3129	20.6118	20.5472	1.486	0.065	0
22.3526	22.0628	21.8378	21.3488	0.515	0.489	0
22.0433	20.7558	20.1743	19.8956	1.869	0.279	0
25.2139	20.9933	19.8755	19.4948	5.338	0.381	0
19.4949	17.8207	17.2560	17.0141	2.239	0.242	0
23.6556	22.2257	21.7564	21.4923	1.899	0.264	0
23.2670	22.2378	21.4338	21.2498	1.833	0.184	0
21.5964	21.5238	21.7497	21.8256	-0.153	-0.076	0
22.6116	22.0255	21.1501	20.8773	1.462	0.273	0
21.8931	19.2895	17.9855	17.4693	3.908	0.516	0
23.2463	22.1745	21.8948	21.7000	1.351	0.195	0
24.4977	22.6497	21.6829	21.4122	2.815	0.271	0
21.4853	21.0211	20.3771	20.0619	1.108	0.315	0
25.3572	21.5867	20.3392	19.9443	5.018	0.395	0
22.3068	20.4921	19.6470	19.2707	2.660	0.376	0
23.2580	22.0111	21.5358	21.0636	1.722	0.472	0
24.4088	20.9000	19.9137	19.4684	4.495	0.445	0
21.8098	20.7101	20.3205	20.0980	1.489	0.222	0
22.1297	19.3762	17.9982	16.7226	4.132	1.276	0
23.2094	22.1503	21.6972	20.9680	1.512	0.729	0
24.5527	22.5950	21.8778	22.1920	2.675	-0.314	0
23.0967	22.0860	21.4571	21.2220	1.640	0.235	0
24.8358	22.5268	21.6698	21.0959	3.166	0.574	0
23.3794	22.5281	21.8631	21.1752	1.516	0.688	0
23.3772	22.0285	21.6620	21.4559	1.715	0.206	0
24.4679	22.2853	21.4204	21.0290	3.047	0.391	0
21.8820	20.6984	19.9699	19.7235	1.912	0.246	0
23.1415	20.2181	18.7108	17.5783	4.431	1.132	0
23.2284	21.8683	21.6054	21.3847	1.623	0.221	0
24.7763	21.2137	20.2021	19.9139	4.574	0.288	0
24.1280	22.4974	21.6569	21.5152	2.471	0.142	0
22.4866	22.3582	21.9735	21.6132	0.513	0.360	0
23.0530	20.4529	19.1526	18.5408	3.900	0.612	0
23.4384	22.8371	21.8423	21.3497	1.596	0.493	0
23.7555	22.7190	21.7349	21.3920	2.021	0.343	0
21.7239	20.9485	20.6983	20.6118	1.026	0.087	0
20.5436	19.4406	19.3342	19.2487	1.209	0.086	0
22.7835	21.5444	21.0604	20.8153	1.723	0.245	0
22.4397	21.3948	21.1144	20.9891	1.325	0.125	0
24.1767	21.7367	21.3322	21.1623	2.845	0.170	0
19.2067	18.1174	17.8561	17.7554	1.351	0.101	0
19.2311	16.5834	16.9680	15.0448	2.263	1.923	0
21.0676	19.8920	19.3527	19.0088	1.715	0.344	0
23.9202	20.9613	19.5368	18.5066	4.383	1.030	0
23.4593	22.4578	21.4573	21.0695	2.002	0.388	0
24.8592	21.3970	19.7242	19.0643	5.135	0.660	0
22.8927	22.3870	21.2432	20.5580	1.649	0.685	0
23.5686	22.7660	21.8431	21.5273	1.726	0.316	0
21.0565	21.1489	21.2714	20.9003	-0.215	0.371	0
